Date,Open,High,Low,Close,Adj Close,Volume
9-Mar-23,3997.75,4019.75,3909.25,3920,3920,1501340
8-Mar-23,3989.75,4003.5,3970.75,3995,3995,1115449
7-Mar-23,4052.25,4064.5,3982.5,3989.75,3989.75,1142485
6-Mar-23,4049.5,4082.5,4041.75,4052.5,4052.5,993029
3-Mar-23,3983.5,4053.75,3974,4049.75,4049.75,993285
2-Mar-23,3960.75,3995.25,3924.5,3984.75,3984.75,1232501
1-Mar-23,3969.5,3991,3943,3956.5,3956.5,1264094
28-Feb-23,3992,4004,3965,3975.5,3975.5,1063486
27-Feb-23,3975.75,4024.5,3973,3988,3988,1087848
24-Feb-23,4016.5,4023.25,3947.25,3975.75,3975.75,1164020
23-Feb-23,4009,4034.5,3974.25,4018.75,4018.75,1161651
22-Feb-23,4007.5,4026.5,3983.5,3999,3999,1227850
21-Feb-23,4083.25,4089.5,4002.25,4005.75,4005.75,1134998
17-Feb-23,4094.75,4096.5,4055.5,4087.5,4087.5,1214617
16-Feb-23,4159,4168.75,4094.75,4099.75,4099.75,1210689
15-Feb-23,4141.75,4161.75,4113,4158.25,4158.25,1103282
14-Feb-23,4149,4186.5,4103.75,4145.5,4145.5,1553479
13-Feb-23,4105,4150.75,4078.75,4147.25,4147.25,778496
10-Feb-23,4097.75,4104.25,4060.5,4099.75,4099.75,1150173
9-Feb-23,4132.25,4170.5,4078.5,4091.75,4091.75,1195398
8-Feb-23,4166.75,4179.5,4121.25,4130.5,4130.5,1078550
7-Feb-23,4123.25,4188,4098.25,4175.75,4175.75,1433457
6-Feb-23,4135.5,4143,4104,4123.5,4123.5,1114776
3-Feb-23,4175.25,4194,4132.5,4147.75,4147.75,1552686
2-Feb-23,4145,4208.5,4136.75,4191.5,4191.5,1553276
1-Feb-23,4085.25,4163.25,4048.5,4132.25,4132.25,1378527
31-Jan-23,4038.25,4091.25,4007.5,4090,4090,1194127
30-Jan-23,4077.75,4085.75,4029.5,4032.5,4032.5,1461206
27-Jan-23,4066.25,4109.25,4055,4084.25,4084.25,1226201
26-Jan-23,4030.5,4077,4027.5,4075.5,4075.5,1360344
25-Jan-23,4039,4040,3963.25,4032,4032,1448351
24-Jan-23,4035.75,4047.25,4005.25,4032.75,4032.75,1258632
23-Jan-23,3987.25,4056.5,3980.25,4036.5,4036.5,1210789
20-Jan-23,3924.25,3990.25,3911.75,3988.5,3988.5,1203293
19-Jan-23,3945.75,3948.75,3901.75,3915.5,3915.5,1490087
18-Jan-23,4008.75,4033.75,3943.75,3945.75,3945.75,1444193
17-Jan-23,4019.5,4035.25,3996.75,4009.5,4009.5,1238268
16-Jan-23,4019.5,4028.5,3996.75,4010,4010,1051309
13-Jan-23,4003,4024.25,3961.5,4018.25,4018.25,1051309
12-Jan-23,3992,4021.75,3953.75,4003.5,4003.5,1680724
11-Jan-23,3941.25,3992.25,3934.5,3990,3990,1023441
10-Jan-23,3913.25,3943.75,3891.5,3940.75,3940.75,1314683
9-Jan-23,3917.25,3973.25,3909.75,3913.75,3913.75,1253733
6-Jan-23,3833.25,3928.75,3802,3915.5,3915.5,1469517
5-Jan-23,3871,3885.5,3822.25,3829,3829,1298712
4-Jan-23,3844,3896.5,3836.5,3874.5,3874.5,1386997
3-Jan-23,3885.75,3907.25,3814.25,3846,3846,1314699
30-Dec-22,3869.75,3870.75,3821.5,3861,3861,937282
29-Dec-22,3810.5,3882.75,3806.25,3871.75,3871.75,763578
28-Dec-22,3857.25,3875,3804.5,3807.5,3807.5,1014540
27-Dec-22,3878,3900.75,3837.25,3855,3855,854326
23-Dec-22,3849.75,3872.5,3821.25,3869.75,3869.75,1064229
22-Dec-22,3914,3919.75,3788.25,3849.25,3849.25,1238805
21-Dec-22,3855.25,3918.75,3855.25,3905.75,3905.75,1251789
20-Dec-22,3843.5,3866.5,3803.5,3849.25,3849.25,1372355
19-Dec-22,3873.5,3899,3827.25,3845.5,3845.5,1217275
16-Dec-22,3890,3904.75,3842,3871.47,3871.47,1276282
15-Dec-22,4006.25,4010.25,3878.5,3897,3897,205066
14-Dec-22,4020,4062,3965.25,3998,3998,240964
13-Dec-22,3987.5,4148,3985,4022.25,4022.25,466356
12-Dec-22,3933,3994.75,3924.5,3991.75,3991.75,340054
9-Dec-22,3964.5,3990,3925,3936.25,3936.25,890679
8-Dec-22,3935,3977.25,3916,3965.75,3965.75,1326162
7-Dec-22,3944,3961.5,3914,3936.75,3936.75,1313675
6-Dec-22,4006.25,4014.75,3921.5,3945,3945,1302364
5-Dec-22,4073,4075.5,3987.5,4003.25,4003.25,1087179
2-Dec-22,4077.5,4085.75,4006.75,4075.5,4075.5,1283141
1-Dec-22,4093.5,4110,4054.25,4081.75,4081.75,1256318
30-Nov-22,3962,4093.5,3942.75,4081.25,4081.25,1339151
29-Nov-22,3972,3990.75,3941.5,3962,3962,1171139
28-Nov-22,4021.25,4023.5,3960.25,3970.25,3970.25,985460
25-Nov-22,4038.75,4049.25,4024.75,4032.5,4032.5,353379
23-Nov-22,4010,4039.5,4001.5,4033,4033,919169
22-Nov-22,3958.5,4013,3945.25,4010.25,4010.25,885864
21-Nov-22,3972.25,3982,3939.75,3958,3958,982652
18-Nov-22,3961,3995,3942.5,3974,3974,1305174
17-Nov-22,3977.5,3990.5,3912.5,3955.25,3955.25,1148349
16-Nov-22,3994.25,4016,3962,3968.5,3968.5,1136638
15-Nov-22,3975,4051,3960,3999.5,3999.5,1872579
14-Nov-22,3984.75,4017.5,3964.25,3966,3966,1145138
11-Nov-22,3972.75,4009.75,3948,4000.25,4000.25,1470248
10-Nov-22,3756.5,3973.5,3750,3961,3961,1695239
9-Nov-22,3830.25,3848.75,3750,3755.5,3755.5,1545006
8-Nov-22,3812.75,3867,3792.75,3835.25,3835.25,1425892
7-Nov-22,3755.25,3821.75,3738.25,3815.25,3815.25,1252534
4-Nov-22,3725,3805.75,3709.75,3779.5,3779.5,2054562
3-Nov-22,3767.25,3782.5,3704.25,3727.75,3727.75,1556532
2-Nov-22,3862,3907.25,3760.25,3768.75,3768.75,1413500
1-Nov-22,3883,3927.75,3852.5,3866,3866,1461393
31-Oct-22,3911.75,3914.75,3872.5,3883,3883,1310909
28-Oct-22,3796,3924.25,3776.75,3911.25,3911.25,1335826
27-Oct-22,3845,3870.75,3757.25,3819.5,3819.5,1759601
26-Oct-22,3843.25,3897.5,3824,3841,3841,1681031
25-Oct-22,3803.75,3874.25,3790,3870.25,3870.25,1477922
24-Oct-22,3771,3822,3736.75,3809.25,3809.25,1622370
21-Oct-22,3676.5,3774.5,3641.25,3764,3764,1919929
20-Oct-22,3708.25,3747.75,3665.75,3675.25,3675.25,1806578
19-Oct-22,3759.25,3774.25,3677,3707.25,3707.25,1625084
18-Oct-22,3702.25,3777.25,3697.25,3732.75,3732.75,2002737
17-Oct-22,3591.25,3702.5,3588.5,3689.25,3689.25,1353247
14-Oct-22,3680.25,3734,3591.25,3597.5,3597.5,1820032
13-Oct-22,3595,3697.75,3502,3681.75,3681.75,1924222
12-Oct-22,3607.75,3635.5,3585.25,3588.5,3588.5,1471904
11-Oct-22,3625.25,3653.25,3579,3599.25,3599.25,1625444
10-Oct-22,3638.75,3667.75,3598.75,3625.25,3625.25,1440236
7-Oct-22,3745.5,3776,3632.25,3653.25,3653.25,1363836
6-Oct-22,3795.5,3819.5,3749.75,3756.75,3756.75,1524068
5-Oct-22,3801.5,3820,3734.25,3794,3794,1274191
4-Oct-22,3695,3809,3686.25,3803.25,3803.25,1479065
3-Oct-22,3595.5,3711.5,3571,3690.25,3690.25,1436684
30-Sep-22,3656.75,3693.5,3595.5,3601.5,3601.5,1779266
29-Sep-22,3730.5,3736.25,3622.25,3654.25,3654.25,1771818
28-Sep-22,3666.75,3751.25,3613.5,3732,3732,1834646
27-Sep-22,3667.75,3732.25,3635.25,3661,3661,2078536
26-Sep-22,3704.75,3730.5,3657.5,3670,3670,2106309
23-Sep-22,3776.5,3783.75,3660.25,3709,3709,1679789
22-Sep-22,3794.25,3833,3763.25,3772,3772,1715831
21-Sep-22,3878.75,3925,3791.75,3806.25,3806.25,1603255
20-Sep-22,3923,3936.25,3843.25,3872.75,3872.75,1760205
19-Sep-22,3892,3927,3845.75,3917.25,3917.25,1589529
16-Sep-22,3890,3890,3845.75,3871.24,3871.24,1698060
15-Sep-22,3955.5,3959.75,3887.5,3902,3902,232882
14-Sep-22,3939,3962.75,3911.25,3947.5,3947.5,279796
13-Sep-22,4118.5,4162,3919.75,3931.25,3931.25,408701
12-Sep-22,4076.25,4119.5,4062.25,4110.75,4110.75,469325
9-Sep-22,4010.25,4077,4005.75,4067.25,4067.25,685778
8-Sep-22,3979.25,4011.5,3942.5,4005.5,4005.5,1549342
7-Sep-22,3908.5,3988.75,3883.5,3980,3980,1196763
6-Sep-22,3929.25,3962.5,3886.5,3910.5,3910.5,1520018
2-Sep-22,3968,4019.25,3906,3924.5,3924.5,1498278
1-Sep-22,3958.25,3971.25,3903.25,3968.75,3968.75,1360135
31-Aug-22,3987.75,4018.5,3953,3956.5,3956.5,1342949
30-Aug-22,4035.75,4072.75,3964.5,3987.5,3987.5,1399280
29-Aug-22,4024.5,4064,4006.25,4031.25,4031.25,1266462
26-Aug-22,4196.75,4217,4043,4059.5,4059.5,1292734
25-Aug-22,4149.25,4202.75,4143,4201,4201,954051
24-Aug-22,4129,4158.5,4110.5,4142.75,4142.75,886146
23-Aug-22,4146.75,4162,4118,4130.5,4130.5,1097866
22-Aug-22,4221.25,4222.5,4131.5,4141.25,4141.25,993636
19-Aug-22,4287.5,4288.25,4220.75,4231.5,4231.5,1074101
18-Aug-22,4279.5,4295.5,4258.25,4286.5,4286.5,927144
17-Aug-22,4308.75,4315,4255,4276.75,4276.75,1157054
16-Aug-22,4294.75,4327.5,4278.75,4307.75,4307.75,1065379
15-Aug-22,4277,4304.5,4249,4298.25,4298.25,830801
12-Aug-22,4219,4282.75,4208.25,4281,4281,842496
11-Aug-22,4211,4260.5,4202.75,4209.75,4209.75,1252298
10-Aug-22,4129,4213.75,4113.75,4210,4210,1156072
9-Aug-22,4149.5,4155.5,4113,4124.5,4124.5,1005644
8-Aug-22,4149,4188,4129.5,4141.75,4141.75,1234063
5-Aug-22,4152,4166.25,4103.5,4146.75,4146.75,1225771
4-Aug-22,4151.5,4173.25,4136,4152.25,4152.25,1079448
3-Aug-22,4097.75,4170,4084.25,4156.25,4156.25,1221384
2-Aug-22,4120,4142.75,4080.5,4093.75,4093.75,1340247
1-Aug-22,4136.25,4147.25,4097,4120.5,4120.5,1485641
29-Jul-22,4105,4144,4081,4133.5,4133.5,1291377
28-Jul-22,4021,4111,3994.5,4073.5,4073.5,1418436
27-Jul-22,3939.75,4042.75,3939.25,4024.5,4024.5,1156622
26-Jul-22,3959.25,3964.5,3913.25,3923.25,3923.25,1198470
25-Jul-22,3967.25,3988.75,3946.25,3970,3970,1228338
22-Jul-22,3989.25,4016.25,3941.5,3965,3965,1524669
21-Jul-22,3954,4004.75,3930.25,4001.25,4001.25,1513023
20-Jul-22,3946.75,3977.5,3922.5,3962.5,3962.5,1403855
19-Jul-22,3839.25,3948,3834.25,3937.5,3937.5,1223667
18-Jul-22,3878.5,3909.5,3820,3833.75,3833.75,1149703
15-Jul-22,3796,3868.5,3780.5,3865,3865,1011922
14-Jul-22,3796.25,3806,3723.75,3793.25,3793.25,1392750
13-Jul-22,3824,3869.25,3752,3804.5,3804.5,1553023
12-Jul-22,3862,3876.5,3804.5,3823.75,3823.75,1165892
11-Jul-22,3900.25,3901,3849.75,3856.75,3856.75,1059811
8-Jul-22,3896,3922,3868,3901.25,3901.25,1030695
7-Jul-22,3854.75,3914.25,3832.5,3905,3905,884871
6-Jul-22,3837.5,3875,3808.75,3848.25,3848.25,1290253
5-Jul-22,3828.25,3857.25,3743.75,3834,3834,1464455
1-Jul-22,3781.5,3833.25,3744.5,3827.25,3827.25,1324196
30-Jun-22,3823.25,3824.25,3741,3789.5,3789.5,1575573
29-Jun-22,3828,3840.75,3801.25,3821.25,3821.25,1242552
28-Jun-22,3910.25,3950.75,3821.5,3825.5,3825.5,1170004
27-Jun-22,3915.5,3948,3892.5,3903.75,3903.75,1091308
24-Jun-22,3785,3919.5,3781.25,3916.25,3916.25,824387
23-Jun-22,3762,3806,3735,3799.75,3799.75,1190341
22-Jun-22,3769,3805.5,3693.25,3762.75,3762.75,1381033
21-Jun-22,3683.75,3783.75,3662,3767.75,3767.75,1269326
20-Jun-22,3683.75,3724.75,3662,3717.5,3717.5,1379654
17-Jun-22,3678,3710.5,3663.76,3663.76,3663.76,1379654
16-Jun-22,3794,3828.75,3638.75,3668.25,3668.25,229494
15-Jun-22,3738.5,3838.75,3720,3789.25,3789.25,290291
14-Jun-22,3757.75,3805,3705.25,3736.75,3736.75,420383
13-Jun-22,3881.25,3881.25,3732.5,3750.5,3750.5,668026
10-Jun-22,4024.25,4029.25,3895,3899,3899,875521
9-Jun-22,4118.25,4144,4014.75,4016.25,4016.25,1474935
8-Jun-22,4151.5,4159.75,4105,4114,4114,1131305
7-Jun-22,4121.25,4164.25,4075.75,4158.75,4158.75,1129287
6-Jun-22,4110.25,4168.25,4104.25,4120.5,4120.5,1246879
3-Jun-22,4177.5,4189,4096.75,4107,4107,1402510
2-Jun-22,4098.5,4179,4072,4175.25,4175.25,1328925
1-Jun-22,4137.75,4165,4071.5,4099,4099,1479184
31-May-22,4164.75,4202.25,4102.75,4131.25,4131.25,1831661
27-May-22,4049,4168.25,4041.5,4155.75,4155.75,1076808
26-May-22,3970.25,4073.25,3960.5,4055.75,4055.75,1083427
25-May-22,3949.5,3997.75,3913.5,3976.75,3976.75,1467047
24-May-22,3958,3958.5,3871.75,3940.5,3940.5,1563658
23-May-22,3909.5,3982.5,3906.25,3971.75,3971.75,1501451
20-May-22,3900,3949.5,3807.5,3899.5,3899.5,1747752
19-May-22,3916,3943.75,3856,3897.75,3897.75,1789892
18-May-22,4090.5,4095,3905.5,3922.75,3922.75,1383368
17-May-22,4001,4091.75,4000.25,4084.75,4084.75,1168820
16-May-22,4025.5,4043.5,3979.25,4004.75,4004.75,1388950
13-May-22,3914,4036,3914,4019.75,4019.75,1274359
12-May-22,3941.75,3961.75,3855,3927.25,3927.25,2033429
11-May-22,3991,4050.5,3923.75,3930.25,3930.25,1865448
10-May-22,3993.25,4065.5,3952.5,3996.75,3996.75,1991503
9-May-22,4087.5,4098.75,3970.25,3987.5,3987.5,1624396
6-May-22,4149.75,4153.25,4062,4119.5,4119.5,2049886
5-May-22,4289.25,4300.75,4099.25,4143.25,4143.25,2042545
4-May-22,4171.75,4303,4142.75,4295.25,4295.25,1059342
3-May-22,4146.25,4195.5,4128,4169.25,4169.25,1206625
2-May-22,4143.75,4165.75,4056,4151,4151,1664489
29-Apr-22,4247,4279.75,4118.75,4127.5,4127.5,1224997
28-Apr-22,4213.5,4303.5,4182.5,4283.5,4283.5,1289327
27-Apr-22,4147.25,4236.25,4147.25,4180.25,4180.25,1706391
26-Apr-22,4293.5,4303.75,4136.5,4170.5,4170.5,1416096
25-Apr-22,4258.25,4296.5,4195.25,4292.75,4292.75,1633347
22-Apr-22,4386,4393.25,4247.75,4267.25,4267.25,1400874
21-Apr-22,4468.75,4509,4380,4390.5,4390.5,1278120
20-Apr-22,4441.25,4484.25,4432.75,4455.5,4455.5,1154508
19-Apr-22,4399.25,4467.5,4371.5,4459.25,4459.25,1031517
18-Apr-22,4391.5,4406.25,4355.5,4386.75,4386.75,874146
14-Apr-22,4438.75,4455.75,4384.75,4387.5,4387.5,901574
13-Apr-22,4397,4449.5,4384,4442.25,4442.25,983278
12-Apr-22,4410.5,4466.75,4375.5,4393,4393,1224971
11-Apr-22,4487.25,4491.25,4403.5,4409,4409,1000853
8-Apr-22,4495,4519.75,4468.75,4483.5,4483.5,1047945
7-Apr-22,4471.5,4516.5,4444.5,4496.25,4496.25,1198572
6-Apr-22,4526.5,4528.25,4444.5,4475.75,4475.75,1367969
5-Apr-22,4576,4588.5,4507.5,4520.25,4520.25,1046466
4-Apr-22,4538,4579.75,4527.75,4577.75,4577.75,748079
1-Apr-22,4542,4555.25,4501.25,4539.25,4539.25,1003041
31-Mar-22,4599.75,4614.25,4526.25,4530.75,4530.75,1037274
30-Mar-22,4621.5,4627.75,4574.75,4596,4596,897679
29-Mar-22,4570.25,4631,4565.25,4625.5,4625.5,1120929
28-Mar-22,4535.25,4572.25,4509.5,4568,4568,951907
25-Mar-22,4516,4539.25,4493.5,4536.5,4536.5,1082889
24-Mar-22,4449,4517.25,4445.75,4512.5,4512.5,958134
23-Mar-22,4505.5,4514,4444.75,4447.5,4447.5,1020982
22-Mar-22,4457,4514.75,4433,4505,4505,923712
21-Mar-22,4460.25,4473,4415,4452.25,4452.25,1151313
18-Mar-22,4389.5,4409.35,4373.25,4409.35,4409.35,919620
17-Mar-22,4370,4415.25,4329,4410.25,4410.25,118232
16-Mar-22,4256,4375.75,4247.25,4358,4358,198962
15-Mar-22,4180.25,4271.5,4137.75,4262,4262,271282
14-Mar-22,4212.25,4253.75,4160.5,4172,4172,436064
11-Mar-22,4257.5,4335.75,4197.5,4201.5,4201.5,555067
10-Mar-22,4279.25,4282,4206.25,4257.25,4257.25,1099631
9-Mar-22,4154.75,4298.25,4150,4275.25,4275.25,1237208
8-Mar-22,4186.75,4275,4138.75,4168.75,4168.75,1948323
7-Mar-22,4311,4326.25,4185.25,4198.5,4198.5,1693738
4-Mar-22,4366.5,4374.25,4281.5,4327.25,4327.25,1726895
3-Mar-22,4374,4418.75,4341,4359.25,4359.25,1526433
2-Mar-22,4308.5,4400,4278.25,4381.75,4381.75,1377005
1-Mar-22,4368.5,4398.5,4275,4303.75,4303.75,1690747
28-Feb-22,4343.25,4385.5,4256.25,4368,4368,1855844
25-Feb-22,4267,4384,4227.75,4380,4380,1344715
24-Feb-22,4216.25,4290.25,4101.25,4284,4284,2201127
23-Feb-22,4310.5,4345.75,4212.25,4222,4222,1387721
22-Feb-22,4326.25,4391.25,4249.75,4300,4300,1972051
18-Feb-22,4375.5,4411.5,4321,4343.5,4343.5,1365273
17-Feb-22,4465.75,4475,4367.25,4374.5,4374.5,1171982
16-Feb-22,4461,4485,4422.25,4470,4470,947284
15-Feb-22,4396,4468.25,4381.75,4464.5,4464.5,1142485
14-Feb-22,4412,4428,4354.25,4394,4394,1503146
11-Feb-22,4494.5,4520.5,4393.25,4409.5,4409.5,1672333
10-Feb-22,4583,4584,4476,4497.5,4497.5,1658972
9-Feb-22,4518.25,4585,4517.5,4577.75,4577.75,871714
8-Feb-22,4484,4524,4456.25,4512.5,4512.5,1055145
7-Feb-22,4495.5,4514.5,4462.25,4475.75,4475.75,1157270
4-Feb-22,4520.25,4532.5,4438.75,4492.5,4492.5,1457004
3-Feb-22,4548,4548.75,4461.25,4469,4469,1265126
2-Feb-22,4551.75,4586,4535.25,4577.25,4577.25,1155471
1-Feb-22,4493,4554.75,4473.75,4535,4535,1258883
31-Jan-22,4421.5,4507.75,4395.5,4504.25,4504.25,1030981
28-Jan-22,4346.5,4425.75,4266.25,4423.25,4423.25,1738256
27-Jan-22,4344.25,4421.5,4263.25,4317.75,4317.75,1888644
26-Jan-22,4308.75,4446.75,4292.5,4341.5,4341.5,1807642
25-Jan-22,4402.75,4406.75,4276.5,4349,4349,2015738
24-Jan-22,4388.5,4427.25,4212.5,4403.75,4403.75,2512146
21-Jan-22,4456.5,4486.75,4381.5,4390,4390,1986299
20-Jan-22,4526,4594.25,4437.75,4474.75,4474.75,1481570
19-Jan-22,4577,4603,4517.5,4524.25,4524.25,1479022
18-Jan-22,4665.75,4672,4559.5,4571.25,4571.25,1691971
14-Jan-22,4655,4667,4605.25,4654.75,4654.75,1447573
13-Jan-22,4719.5,4736.25,4642.5,4652,4652,1209688
12-Jan-22,4704.25,4739.5,4694.75,4716.25,4716.25,1110893
11-Jan-22,4663,4707.5,4626.5,4705,4705,1151286
10-Jan-22,4671,4681.5,4572.75,4662.25,4662.25,1543129
7-Jan-22,4695,4706,4653.75,4667.75,4667.75,1091983
6-Jan-22,4692.5,4715.75,4662.25,4687.5,4687.5,1149950
5-Jan-22,4783.75,4788.5,4689.5,4692.5,4692.5,1144930
4-Jan-22,4785.5,4808.25,4764.5,4784.25,4784.25,818897
3-Jan-22,4770.75,4791.25,4747.25,4786,4786,912826
31-Dec-21,4773.25,4778.5,4750.75,4758.5,4758.5,604183
30-Dec-21,4784.25,4799.75,4767,4772.25,4772.25,521171
29-Dec-21,4780.5,4796,4769.25,4784.5,4784.5,597173
28-Dec-21,4781,4798,4770.5,4778.5,4778.5,718564
27-Dec-21,4716.75,4784.25,4713.25,4782.25,4782.25,536924
23-Dec-21,4689,4731.5,4684.75,4715.75,4715.75,532053
22-Dec-21,4642,4690.5,4622.5,4686,4686,680086
21-Dec-21,4569.5,4643.25,4565.75,4640.75,4640.75,1000074
20-Dec-21,4612.5,4621.75,4520,4558.5,4558.5,1304109
17-Dec-21,4675,4678.5,4630,4636.46,4636.46,1516623
16-Dec-21,4713,4752.25,4651.25,4668.75,4668.75,117450
15-Dec-21,4637,4714.75,4611.25,4709.5,4709.5,133002
14-Dec-21,4672.75,4686.25,4606.25,4637,4637,202195
13-Dec-21,4712.25,4730.75,4664.5,4668.75,4668.75,209736
10-Dec-21,4668.75,4712.75,4664.5,4711,4711,286270
9-Dec-21,4697.25,4706,4662.5,4667,4667,752327
8-Dec-21,4695.25,4712,4671.75,4699,4699,790599
7-Dec-21,4594.25,4697.5,4587.5,4685,4685,858886
6-Dec-21,4542.5,4611.5,4531.25,4590,4590,1342201
3-Dec-21,4586.25,4607,4492.25,4537.5,4537.5,1578737
2-Dec-21,4514.5,4593.75,4505.5,4575.75,4575.75,1525201
1-Dec-21,4588,4650.75,4497.75,4508.5,4508.5,1496701
30-Nov-21,4657.25,4667.5,4556.75,4566.25,4566.25,1629825
29-Nov-21,4588.75,4669.75,4588.5,4651,4651,1128333
26-Nov-21,4699.75,4717,4577.25,4595.75,4595.75,1102593
25-Nov-21,4699.75,4717,4699.75,4706.75,4706.75,896185
24-Nov-21,4686,4702.25,4656.25,4699,4699,896185
23-Nov-21,4686,4695.5,4649,4688.5,4688.5,1400472
22-Nov-21,4700.25,4740.5,4674.25,4679.75,4679.75,883611
19-Nov-21,4705,4723.5,4684.25,4694.5,4694.5,766197
18-Nov-21,4685.5,4706.5,4668,4701.5,4701.5,752668
17-Nov-21,4696.75,4701,4679.5,4686.25,4686.25,622015
16-Nov-21,4681,4709.75,4670.75,4696,4696,598655
15-Nov-21,4684,4697.5,4667,4679,4679,713816
12-Nov-21,4647,4685.75,4644,4678.25,4678.25,686436
11-Nov-21,4644.5,4661.5,4638.25,4643,4643,691707
10-Nov-21,4675,4680.25,4625.25,4642,4642,1208428
9-Nov-21,4691,4700.5,4663.5,4678.25,4678.25,1003207
8-Nov-21,4679,4707,4676.5,4694,4694,729582
5-Nov-21,4672,4711.75,4667.5,4690.25,4690.25,831363
4-Nov-21,4652,4676.5,4650.75,4673.25,4673.25,675998
3-Nov-21,4621.5,4657.75,4613,4652.25,4652.25,597358
2-Nov-21,4606,4627,4593.25,4623.5,4623.5,535872
1-Nov-21,4607.25,4619.5,4586.75,4605.75,4605.75,611204
29-Oct-21,4578,4603.5,4559.25,4597,4597,722153
28-Oct-21,4548,4589.75,4545.25,4587.5,4587.5,716851
27-Oct-21,4563.75,4576.75,4543.75,4544.5,4544.5,787003
26-Oct-21,4565,4590,4560.75,4565.25,4565.25,787246
25-Oct-21,4528.75,4566.5,4522.5,4558,4558,577964
22-Oct-21,4530.5,4551.5,4515.25,4536.5,4536.5,861002
21-Oct-21,4524.75,4543.25,4510,4541.75,4541.75,548464
20-Oct-21,4515.75,4532.25,4504.25,4528,4528,587442
19-Oct-21,4475.5,4517.5,4471.75,4511.25,4511.25,580321
18-Oct-21,4465,4480,4436.25,4477.5,4477.5,662443
15-Oct-21,4435,4467.5,4426.25,4462.5,4462.5,641870
14-Oct-21,4355,4437.5,4354,4429,4429,760726
13-Oct-21,4327.75,4364.75,4319,4355,4355,1040781
12-Oct-21,4348,4365.25,4317.5,4340.75,4340.75,1049968
11-Oct-21,4381.25,4407.25,4343.75,4351,4351,894562
8-Oct-21,4390.75,4407.75,4376.25,4382.25,4382.25,900680
7-Oct-21,4355.25,4421.5,4354.5,4390,4390,782247
6-Oct-21,4334.25,4357.5,4273.75,4354,4354,1301755
5-Oct-21,4296.5,4359.75,4269,4334,4334,933723
4-Oct-21,4348.75,4362,4267.75,4291.25,4291.25,1333943
1-Oct-21,4301.75,4365.75,4260,4343.75,4343.75,1334932
30-Sep-21,4358.25,4388.5,4294.25,4297.75,4297.75,1228951
29-Sep-21,4347.75,4378.75,4344.25,4349.75,4349.75,1089102
28-Sep-21,4429.5,4442,4334.5,4343.5,4343.5,1332967
27-Sep-21,4446.25,4472,4425,4433,4433,679707
24-Sep-21,4439.25,4453,4410.5,4445.75,4445.75,680375
23-Sep-21,4385.75,4455,4385.25,4438,4438,726540
22-Sep-21,4337.25,4406.25,4321,4384,4384,966992
21-Sep-21,4342.75,4395.5,4329,4343.25,4343.25,1188465
20-Sep-21,4411.5,4421.75,4294,4421.75,4421.75,1230989
17-Sep-21,4471.75,4482.25,4459,4464.33,4464.33,946289
16-Sep-21,4484.75,4487.75,4443,4474.25,4474.25,83475
15-Sep-21,4447,4487.5,4437.5,4481.75,4481.75,124317
14-Sep-21,4475.75,4489,4435.25,4444.5,4444.5,138861
13-Sep-21,4461.25,4492.75,4444.25,4469,4469,238911
10-Sep-21,4490.75,4518.25,4456.5,4458.25,4458.25,318006
9-Sep-21,4511.25,4529,4485.5,4492.25,4492.25,794664
8-Sep-21,4517.75,4524.75,4492,4512.5,4512.5,804048
7-Sep-21,4533.25,4548,4510.75,4519.25,4519.25,763253
3-Sep-21,4536.5,4550,4519.25,4534.5,4534.5,655159
2-Sep-21,4522.5,4544,4516,4535.25,4535.25,588129
1-Sep-21,4527.5,4540,4519.25,4521.25,4521.25,580462
31-Aug-21,4529.5,4542.25,4512.75,4520.5,4520.5,775486
30-Aug-21,4508.5,4534.5,4500.75,4525.25,4525.25,509281
27-Aug-21,4469.75,4510,4462,4505.5,4505.5,540107
26-Aug-21,4493.25,4494.5,4465,4466.5,4466.5,784883
25-Aug-21,4483.75,4498,4476.25,4493,4493,400720
24-Aug-21,4481,4492,4476.75,4482.5,4482.5,428828
