Date,Close/Last,Volume,Open,High,Low
12/01/2022,4081.75,1777674,4094.50,4110.00,4054.50
11/30/2022,4081.25,2363044,3962.25,4093.50,3942.75
11/29/2022,3962.00,1447936,3972.00,3990.25,3941.25
11/28/2022,3970.25,1427798,4020.25,4024.00,3960.25
11/25/2022,4032.50,564882,4038.75,4049.25,4024.75
11/23/2022,4033.00,1239146,4010.00,4039.50,4002.00
11/22/2022,4010.25,1112441,3957.75,4012.50,3945.25
11/21/2022,3958.00,1137838,3972.50,3982.00,3937.50
11/18/2022,3974.00,1473728,3960.50,3994.00,3942.50
11/17/2022,3955.25,1518140,3977.25,3990.25,3912.50
11/16/2022,3968.50,1448170,3992.00,4015.75,3962.00
11/15/2022,3999.50,2167599,3974.75,4050.75,3960.00
11/14/2022,3966.00,1521906,3984.00,4017.50,3964.00
11/11/2022,4000.25,1847026,3973.00,4009.75,3951.00
11/10/2022,3961.00,2306229,3757.00,3973.50,3751.50
11/09/2022,3755.50,1829584,3832.50,3848.75,3750.00
11/08/2022,3835.25,1813860,3812.75,3867.00,3792.75
11/07/2022,3815.25,1445704,3750.00,3821.75,3738.25
11/04/2022,3779.50,2428954,3724.00,3805.50,3711.00
11/03/2022,3727.75,1826073,3766.75,3782.50,3704.25
11/02/2022,3768.75,2132496,3863.00,3907.00,3760.25
11/01/2022,3866.00,1832111,3884.00,3928.00,3852.50
10/31/2022,3883.00,1886873,3911.50,3914.75,3872.25
10/28/2022,3911.25,1995211,3798.25,3924.25,3776.75
10/27/2022,3819.50,2145592,3844.25,3870.75,3757.50
10/26/2022,3841.00,2030789,3841.00,3897.50,3824.25
10/25/2022,3870.25,1791764,3803.25,3874.25,3790.00
10/24/2022,3809.25,2053031,3771.00,3822.00,3736.50
10/21/2022,3764.00,2589771,3677.75,3773.25,3641.50
10/20/2022,3675.25,2344701,3708.00,3748.00,3666.25
10/19/2022,3707.25,2299463,3759.75,3774.25,3676.75
10/18/2022,3732.75,2699690,3706.25,3777.25,3697.25
10/17/2022,3689.25,1885475,3591.00,3702.50,3590.50
10/14/2022,3597.50,2653130,3680.25,3733.75,3591.25
10/13/2022,3681.75,3200784,3596.25,3697.75,3502.00
10/12/2022,3588.50,1901513,3607.00,3635.25,3585.50
10/11/2022,3599.25,2348941,3624.75,3653.25,3579.00
10/10/2022,3625.25,1988884,3638.75,3667.50,3600.00
10/07/2022,3653.25,2152520,3745.75,3770.50,3632.50
10/06/2022,3756.75,2105364,3795.75,3819.50,3750.00
10/05/2022,3794.00,2031801,3801.00,3820.00,3734.00
10/04/2022,3803.25,2307659,3696.50,3808.75,3686.25
10/03/2022,3690.25,2259001,3593.25,3711.75,3571.75
09/30/2022,3601.50,2828273,3656.50,3693.75,3595.25
09/29/2022,3654.25,2802168,3730.25,3736.00,3622.00
09/28/2022,3732.00,2691250,3668.50,3751.25,3613.00
09/27/2022,3661.00,2899295,3668.00,3733.00,3635.25
09/26/2022,3670.00,2830933,3705.25,3730.50,3657.50
09/23/2022,3709.00,2816235,3777.25,3783.25,3660.25
09/22/2022,3772.00,2537096,3794.00,3833.00,3763.50
09/21/2022,3806.25,2365680,3878.75,3925.25,3792.00
09/20/2022,3872.75,2285181,3923.00,3936.25,3843.25
09/19/2022,3917.25,2046865,3889.50,3927.00,3846.25
09/16/2022,3890.00,2611885,3904.00,3905.00,3853.00
09/15/2022,3919.25,2481051,3972.00,3963.50,3905.00
09/14/2022,3965.50,2469553,3956.75,3981.25,3929.00
09/13/2022,3931.25,1366551,4118.25,4158.00,3919.75
09/12/2022,4110.75,1677170,4077.25,4119.75,4062.25
09/09/2022,4067.25,1618863,4010.25,4077.25,4005.75
09/08/2022,4005.50,2298241,3980.00,4011.50,3942.75
09/07/2022,3980.00,1896910,3907.50,3988.75,3883.50
09/06/2022,3910.50,2294895,3929.00,3963.25,3886.75
09/02/2022,3924.50,2439403,3967.50,4019.25,3906.00
09/01/2022,3968.75,2155772,3958.00,3971.25,3903.50
08/31/2022,3956.50,2279101,3987.25,4018.25,3953.00
08/30/2022,3987.50,2499358,4035.75,4072.75,3964.50
08/29/2022,4031.25,1908217,4024.00,4064.00,4006.75
08/26/2022,4059.50,2143578,4198.25,4217.25,4042.75
08/25/2022,4201.00,1574706,4148.75,4202.75,4143.00
08/24/2022,4142.75,1299179,4128.25,4158.50,4110.75
08/23/2022,4130.50,1549831,4147.00,4161.75,4118.00
08/22/2022,4141.25,1668848,4221.00,4221.50,4131.50
08/19/2022,4231.50,1630365,4287.00,4288.00,4220.75
08/18/2022,4286.50,1321056,4279.50,4295.50,4258.00
08/17/2022,4276.75,1588532,4309.25,4315.00,4255.00
08/16/2022,4307.75,1322087,4294.50,4327.50,4278.75
08/15/2022,4298.25,1279387,4277.00,4304.75,4249.00
08/12/2022,4281.00,1227330,4219.25,4282.75,4208.25
08/11/2022,4209.75,1556044,4210.75,4260.50,4202.75
08/10/2022,4210.00,1553613,4128.75,4213.50,4113.75
08/09/2022,4124.50,1242523,4148.50,4155.00,4113.00
08/08/2022,4141.75,1490087,4149.75,4188.00,4129.25
08/05/2022,4146.75,1665589,4152.00,4166.25,4103.75
08/04/2022,4152.25,1197635,4150.25,4173.25,4136.00
08/03/2022,4156.25,1632015,4097.00,4170.00,4084.50
08/02/2022,4093.75,1849433,4119.75,4143.00,4080.50
08/01/2022,4120.50,1715383,4137.50,4147.25,4097.00
07/29/2022,4133.50,1820578,4105.00,4144.00,4081.00
07/28/2022,4073.50,1956645,4022.00,4111.00,3994.50
07/27/2022,4024.50,1672372,3939.25,4042.75,3938.75
07/26/2022,3923.25,1544616,3959.00,3964.50,3913.25
07/25/2022,3970.00,1459047,3967.75,3988.75,3946.00
07/22/2022,3965.00,1688708,3988.00,4016.25,3941.50
07/21/2022,4001.25,1775713,3954.00,4004.75,3930.25
07/20/2022,3962.50,1685650,3947.00,3977.25,3922.25
07/19/2022,3937.50,1544260,3838.50,3948.00,3834.00
07/18/2022,3833.75,1385487,3878.50,3909.50,3820.25
07/15/2022,3865.00,1438984,3797.75,3868.25,3780.25
07/14/2022,3793.25,1841185,3795.75,3806.25,3723.75
07/13/2022,3804.50,2102326,3825.00,3873.00,3752.00
07/12/2022,3823.75,1606521,3862.00,3876.50,3804.75
07/11/2022,3856.75,1447565,3900.00,3900.75,3850.00
07/08/2022,3901.25,1431951,3897.00,3922.00,3868.00
07/07/2022,3905.00,1272942,3853.75,3914.25,3832.50
07/06/2022,3848.25,1642498,3838.00,3875.00,3808.75
07/05/2022,3834.00,1962829,3828.50,3857.75,3744.00
07/01/2022,3827.25,1676149,3782.00,3833.50,3744.50
06/30/2022,3789.50,2286927,3822.75,3825.00,3741.25
06/29/2022,3821.25,1682721,3828.25,3840.00,3801.25
06/28/2022,3825.50,1730030,3911.25,3950.00,3821.75
06/27/2022,3903.75,1447178,3915.00,3948.00,3892.50
06/24/2022,3916.25,1476644,3785.25,3919.75,3781.25
06/23/2022,3799.75,1572600,3761.25,3805.75,3735.00
06/22/2022,3762.75,1611415,3766.25,3805.50,3693.25
06/21/2022,3767.75,1509673,3684.00,3783.75,3661.50
06/17/2022,3675.75,2083862,3680.50,3713.50,3639.00
06/16/2022,3671.25,2412666,3799.00,3833.25,3642.00
06/15/2022,3793.50,2200220,3743.50,3843.00,3723.50
06/14/2022,3736.75,1295987,3758.25,3805.00,3705.25
06/13/2022,3750.50,2059954,3870.75,3876.50,3732.50
06/10/2022,3899.00,1994112,4025.25,4029.50,3895.25
06/09/2022,4016.25,1972157,4116.00,4144.25,4014.75
06/08/2022,4114.00,1664139,4150.75,4160.00,4105.25
06/07/2022,4158.75,1642599,4122.00,4164.00,4076.00
06/06/2022,4120.50,1421074,4110.50,4168.25,4104.50
06/03/2022,4107.00,1482581,4177.75,4189.00,4096.75
06/02/2022,4175.25,1477402,4097.75,4179.00,4072.25
06/01/2022,4099.00,1853598,4138.50,4165.00,4071.50
05/31/2022,4131.25,2146942,4164.50,4202.25,4102.75
05/27/2022,4155.75,1483524,4047.50,4168.25,4041.25
05/26/2022,4055.75,1425634,3972.25,4073.50,3960.50
05/25/2022,3976.75,1693702,3950.00,3997.75,3913.50
05/24/2022,3940.50,1974832,3951.75,3954.50,3872.00
05/23/2022,3971.75,1696085,3910.50,3982.25,3906.50
05/20/2022,3899.50,2315956,3900.50,3949.50,3807.50
05/19/2022,3897.75,2271796,3916.50,3943.50,3856.00
05/18/2022,3922.75,2106856,4091.25,4095.00,3905.50
05/17/2022,4084.75,1665190,4002.00,4091.50,4000.50
05/16/2022,4004.75,1645516,4025.00,4043.50,3979.50
05/13/2022,4019.75,1791495,3916.25,4036.00,3915.50
05/12/2022,3927.25,2326518,3939.75,3961.75,3855.00
05/11/2022,3930.25,2105428,3990.50,4050.50,3923.75
05/10/2022,3996.75,2198850,3993.25,4065.50,3953.00
05/09/2022,3987.50,2063724,4087.25,4099.00,3970.00
05/06/2022,4119.50,2224628,4146.50,4153.25,4062.00
05/05/2022,4143.25,2321038,4289.75,4300.75,4099.25
05/04/2022,4295.25,1720171,4171.25,4303.00,4142.75
05/03/2022,4169.25,1633153,4145.50,4195.75,4129.00
05/02/2022,4151.00,2262204,4144.00,4165.75,4056.00
04/29/2022,4127.50,2026218,4244.00,4279.75,4118.75
04/28/2022,4283.50,1747081,4213.00,4303.50,4182.50
04/27/2022,4180.25,1981698,4149.50,4236.25,4149.00
04/26/2022,4170.50,1956378,4294.00,4303.50,4136.75
04/25/2022,4292.75,2227573,4259.00,4296.50,4195.25
04/22/2022,4267.25,1957198,4385.75,4393.25,4247.50
04/21/2022,4390.50,1653367,4468.00,4509.00,4380.00
04/20/2022,4455.50,1391211,4441.00,4484.25,4432.75
04/19/2022,4459.25,1428795,4399.00,4467.00,4371.75
04/18/2022,4386.75,1122220,4390.00,4406.25,4355.50
04/14/2022,4387.50,1326331,4438.50,4455.75,4385.00
04/13/2022,4442.25,1211661,4396.75,4449.50,4384.00
04/12/2022,4393.00,1710834,4411.00,4466.75,4375.50
04/11/2022,4409.00,1383192,4488.75,4491.25,4403.50
04/08/2022,4483.50,1295277,4494.75,4519.75,4468.75
04/07/2022,4496.25,1416525,4471.25,4517.25,4444.50
04/06/2022,4475.75,1730492,4526.25,4528.75,4444.50
04/05/2022,4520.25,1270722,4576.25,4588.75,4507.75
04/04/2022,4577.75,988739,4538.25,4580.00,4527.75
04/01/2022,4539.25,1378529,4541.00,4555.50,4501.25
03/31/2022,4530.75,1522526,4599.00,4614.25,4526.25
03/30/2022,4596.00,1150782,4621.25,4627.50,4574.75
03/29/2022,4625.50,1314117,4570.25,4631.00,4565.25
03/28/2022,4568.00,1141800,4535.25,4572.25,4509.75
03/25/2022,4536.50,1194489,4516.25,4539.00,4493.25
03/24/2022,4512.50,1184217,4449.25,4517.50,4445.75
03/23/2022,4447.50,1254542,4504.00,4514.00,4444.75
03/22/2022,4505.00,1172386,4456.75,4514.75,4433.00
03/21/2022,4452.25,1323485,4460.00,4473.00,4415.00
03/18/2022,4453.50,1319068,4384.25,4465.75,4364.50
03/17/2022,4402.00,1392659,4361.00,4406.75,4320.25
03/16/2022,4349.50,1951637,4249.75,4367.50,4239.00
03/15/2022,4262.00,1023600,4180.25,4271.50,4138.00
03/14/2022,4172.00,1389362,4216.00,4254.50,4160.75
03/11/2022,4201.50,1588516,4258.50,4335.50,4198.00
03/10/2022,4257.25,1704290,4279.00,4282.25,4207.00
03/09/2022,4275.25,1595555,4153.00,4298.25,4152.00
03/08/2022,4168.75,2292546,4186.50,4275.00,4138.75
03/07/2022,4198.50,1831575,4308.75,4325.25,4185.25
03/04/2022,4327.25,1778744,4366.50,4374.50,4281.25
03/03/2022,4359.25,1516287,4373.75,4418.75,4341.00
03/02/2022,4381.75,1656846,4308.75,4399.25,4278.25
03/01/2022,4303.75,1807846,4367.50,4399.00,4275.00
02/28/2022,4368.00,2095418,4299.50,4385.50,4251.50
02/25/2022,4380.00,1886455,4266.75,4384.25,4227.50
02/24/2022,4284.00,2846611,4215.50,4290.00,4101.75
02/23/2022,4222.00,1838059,4310.75,4345.50,4212.50
02/22/2022,4300.00,2524302,4324.25,4391.25,4250.00
02/18/2022,4343.50,1741865,4374.75,4411.50,4321.00
02/17/2022,4374.50,1579717,4464.25,4474.75,4367.25
02/16/2022,4470.00,1376779,4458.75,4484.50,4422.75
02/15/2022,4464.50,1486394,4393.50,4468.00,4381.75
02/14/2022,4394.00,2053340,4411.75,4428.00,4354.00
02/11/2022,4409.50,2406446,4494.50,4520.50,4393.25
02/10/2022,4497.50,2329535,4582.25,4583.75,4476.00
02/09/2022,4577.75,1322643,4519.00,4585.00,4517.25
02/08/2022,4512.50,1421182,4484.00,4523.75,4456.25
02/07/2022,4475.75,1422337,4497.00,4514.50,4462.75
02/04/2022,4492.50,1884479,4518.00,4532.50,4438.50
02/03/2022,4469.00,1752662,4545.75,4548.25,4462.00
02/02/2022,4577.25,1555416,4552.00,4586.00,4535.25
02/01/2022,4535.00,1531666,4493.25,4554.75,4474.00
01/31/2022,4504.25,1715808,4423.50,4507.75,4395.50
01/28/2022,4423.25,2179660,4348.00,4426.00,4266.25
01/27/2022,4317.75,2233011,4345.25,4422.00,4263.25
01/26/2022,4341.50,2363198,4308.75,4446.25,4294.25
01/25/2022,4349.00,2408987,4402.75,4406.75,4276.50
01/24/2022,4403.75,3706541,4389.00,4427.50,4212.75
01/21/2022,4390.00,2903504,4454.25,4487.00,4381.25
01/20/2022,4474.75,1985891,4526.00,4594.25,4437.75
01/19/2022,4524.25,1927331,4577.75,4603.00,4517.25
01/18/2022,4571.25,2190424,4666.00,4671.75,4560.00
01/14/2022,4654.75,1955604,4655.00,4667.00,4606.00
01/13/2022,4652.00,1771301,4719.25,4736.25,4642.50
01/12/2022,4716.25,1530197,4704.00,4739.50,4695.00
01/11/2022,4705.00,1688260,4663.50,4707.50,4627.25
01/10/2022,4662.25,2152892,4671.25,4681.75,4572.75
01/07/2022,4667.75,1553298,4695.00,4705.75,4653.75
01/06/2022,4687.50,1809080,4692.00,4715.75,4662.00
01/05/2022,4692.50,1777333,4783.50,4788.25,4689.50
01/04/2022,4784.25,1348261,4785.25,4808.25,4764.50
01/03/2022,4786.00,1274923,4771.00,4791.25,4747.50
12/31/2021,4758.50,864272,4773.75,4778.50,4750.50
12/30/2021,4772.25,713051,4784.75,4799.75,4767.25
12/29/2021,4784.50,821609,4781.00,4796.00,4770.00
12/28/2021,4778.50,921540,4780.50,4798.00,4770.50
12/27/2021,4782.25,852947,4717.00,4784.25,4713.25
12/23/2021,4715.75,924157,4689.00,4731.25,4684.25
12/22/2021,4686.00,1069386,4641.75,4690.50,4622.25
12/21/2021,4640.75,1458991,4567.75,4643.00,4565.75
12/20/2021,4558.50,2027645,4612.00,4621.50,4520.25
12/17/2021,4610.00,2388033,4664.00,4668.00,4590.00
12/16/2021,4659.25,2113829,4702.75,4743.25,4642.00
12/15/2021,4700.50,2052100,4629.00,4705.75,4602.00
12/14/2021,4637.00,1077806,4672.00,4686.00,4606.00
12/13/2021,4668.75,1560025,4711.25,4731.00,4664.75
12/10/2021,4711.00,1530043,4669.25,4712.75,4664.25
12/09/2021,4667.00,1541688,4697.25,4706.00,4662.25
12/08/2021,4699.00,1339094,4695.25,4712.00,4671.75
12/07/2021,4685.00,1702677,4594.25,4697.25,4587.25
12/06/2021,4590.00,1955846,4542.25,4611.75,4531.50
12/03/2021,4537.50,2673527,4587.25,4606.50,4492.00
12/02/2021,4575.75,2527299,4514.75,4593.75,4505.50
12/01/2021,4508.50,2600066,4587.50,4650.75,4497.75
11/30/2021,4566.25,2722181,4657.25,4667.50,4557.00
11/29/2021,4651.00,1950330,4589.00,4669.75,4588.75
11/26/2021,4595.75,1975442,4700.50,4717.00,4577.25
11/24/2021,4699.00,1360031,4686.25,4702.25,4656.25
11/23/2021,4688.50,1841703,4686.00,4695.50,4649.00
11/22/2021,4679.75,1626066,4701.00,4740.50,4674.25
11/19/2021,4694.50,1283724,4705.25,4723.50,4684.25
11/18/2021,4701.50,1133739,4685.25,4706.50,4668.00
11/17/2021,4686.25,1024064,4696.50,4701.00,4679.25
11/16/2021,4696.00,995381,4680.75,4709.75,4670.75
11/15/2021,4679.00,1005644,4684.75,4697.50,4667.00
11/12/2021,4678.25,1103241,4647.00,4685.50,4643.75
11/11/2021,4643.00,919639,4645.00,4661.50,4638.00
11/10/2021,4642.00,1584855,4674.75,4680.25,4625.25
11/09/2021,4678.25,1257821,4690.75,4700.50,4663.25
11/08/2021,4694.00,951826,4678.50,4707.00,4676.25
11/05/2021,4690.25,1395221,4671.75,4711.75,4667.50
11/04/2021,4673.25,1130435,4651.50,4676.25,4650.75
11/03/2021,4652.25,1043825,4621.25,4657.00,4613.00
11/02/2021,4623.50,950648,4605.75,4627.00,4593.25
11/01/2021,4605.75,1030640,4608.00,4619.50,4586.50
10/29/2021,4597.00,1336834,4577.00,4603.50,4559.25
10/28/2021,4587.50,1157272,4548.75,4589.75,4545.25
10/27/2021,4544.50,1215381,4563.75,4576.75,4543.75
10/26/2021,4565.25,1218139,4564.75,4590.00,4560.75
10/25/2021,4558.00,986892,4528.75,4566.25,4522.50
10/22/2021,4536.50,1266594,4530.00,4551.50,4515.25
10/21/2021,4541.75,913715,4525.00,4543.25,4510.25
10/20/2021,4528.00,966182,4516.00,4532.25,4504.00
10/19/2021,4511.25,984627,4475.75,4517.50,4471.75
10/18/2021,4477.50,1038082,4465.50,4479.75,4436.25
10/15/2021,4462.50,1134903,4433.00,4467.50,4426.25
10/14/2021,4429.00,1222049,4354.75,4437.25,4354.00
10/13/2021,4355.00,1329632,4327.50,4364.75,4318.75
10/12/2021,4340.75,1258996,4347.75,4365.00,4317.25
10/11/2021,4351.00,1207330,4381.00,4407.50,4344.00
10/08/2021,4382.25,1370411,4390.50,4407.75,4376.25
10/07/2021,4390.00,1379063,4355.25,4421.50,4355.00
10/06/2021,4354.00,2143633,4334.00,4357.50,4273.75
10/05/2021,4334.00,1600335,4295.75,4359.75,4269.00
10/04/2021,4291.25,2066728,4349.00,4362.00,4267.50
10/01/2021,4343.75,2195070,4301.00,4365.75,4260.00
09/30/2021,4297.75,2245109,4360.00,4389.00,4294.25
09/29/2021,4349.75,1773228,4347.50,4378.75,4344.25
09/28/2021,4343.50,2242003,4429.75,4442.00,4334.75
09/27/2021,4433.00,1255539,4446.00,4472.00,4425.00
09/24/2021,4445.75,1134105,4439.00,4453.00,4410.75
09/23/2021,4438.00,1411565,4386.00,4455.00,4385.75
09/22/2021,4384.00,1712102,4336.50,4406.50,4321.25
09/21/2021,4343.25,1910396,4342.50,4395.75,4329.25
09/20/2021,4421.75,2616772,4411.75,4418.00,4293.75
09/17/2021,4421.75,1877582,4459.25,4472.50,4406.50
09/16/2021,4464.25,1470804,4476.00,4478.50,4433.25
09/15/2021,4472.00,1613033,4437.00,4477.75,4427.50
09/14/2021,4444.50,868110,4475.50,4489.50,4435.00
09/13/2021,4469.00,1508529,4461.00,4492.75,4444.75
09/10/2021,4458.25,1676894,4491.25,4518.25,4456.50
09/09/2021,4492.25,1679150,4511.00,4529.50,4485.50
09/08/2021,4512.50,1574564,4517.50,4524.75,4492.00
09/07/2021,4519.25,1246114,4533.00,4548.00,4510.75
09/03/2021,4534.50,1119830,4536.75,4549.50,4519.25
09/02/2021,4535.25,999271,4522.50,4544.00,4516.00
09/01/2021,4521.25,1033147,4527.75,4540.00,4519.25
08/31/2021,4520.50,1330788,4529.50,4542.25,4512.50
08/30/2021,4525.25,942186,4508.75,4534.50,4500.75
08/27/2021,4505.50,1163079,4470.00,4510.00,4462.25
08/26/2021,4466.50,1289190,4493.75,4494.25,4465.00
08/25/2021,4493.00,762787,4483.50,4498.00,4476.25
08/24/2021,4482.50,770456,4481.00,4492.00,4476.75
08/23/2021,4475.50,959300,4435.00,4485.75,4433.50
08/20/2021,4437.00,1283695,4403.75,4440.50,4371.75
08/19/2021,4401.50,1899625,4389.75,4414.75,4347.75
08/18/2021,4394.50,1510094,4436.75,4449.75,4381.50
08/17/2021,4443.50,1755552,4472.00,4472.25,4411.75
08/16/2021,4474.00,1176359,4456.25,4476.50,4432.50
08/13/2021,4462.50,757338,4455.75,4463.25,4451.00
08/12/2021,4454.50,840312,4440.00,4456.25,4430.25
08/11/2021,4440.50,974667,4429.25,4443.25,4420.75
08/10/2021,4430.00,931485,4427.25,4438.25,4416.50
08/09/2021,4425.75,757556,4428.00,4432.00,4412.25
08/06/2021,4429.50,914059,4420.25,4433.25,4416.00
08/05/2021,4421.50,749057,4396.25,4422.75,4393.75
08/04/2021,4394.75,1023118,4409.75,4415.00,4391.25
08/03/2021,4415.00,1276842,4383.75,4417.00,4365.25
08/02/2021,4379.75,1163783,4396.50,4419.75,4377.25
07/30/2021,4389.50,1332420,4394.25,4405.00,4370.75
07/29/2021,4411.75,985640,4393.75,4422.50,4380.50
07/28/2021,4393.75,1200639,4380.00,4407.75,4377.50
07/27/2021,4394.50,1541854,4415.75,4416.00,4364.75
07/26/2021,4414.25,906474,4400.50,4416.75,4375.50
07/23/2021,4403.00,1111571,4371.50,4408.25,4367.25
07/22/2021,4359.50,963568,4355.00,4371.50,4341.50
07/21/2021,4350.50,1137187,4318.75,4355.25,4310.00
07/20/2021,4315.50,1814001,4262.75,4329.00,4252.75
07/19/2021,4251.25,2542557,4320.00,4320.75,4224.00
07/16/2021,4318.50,1587957,4347.75,4368.00,4314.25
07/15/2021,4352.00,1566968,4366.50,4370.25,4332.50
07/14/2021,4367.75,1279680,4359.50,4384.50,4350.00
07/13/2021,4361.25,1225245,4377.00,4383.75,4356.50
07/12/2021,4376.50,1025096,4362.00,4379.25,4341.75
07/09/2021,4360.00,1263836,4310.25,4364.00,4293.25
07/08/2021,4313.00,1960034,4352.25,4352.25,4279.25
07/07/2021,4349.75,1180897,4328.00,4353.25,4320.25
07/06/2021,4334.00,1332737,4341.00,4348.00,4305.25
07/02/2021,4342.75,938503,4309.75,4347.00,4308.00
07/01/2021,4310.75,963540,4294.25,4312.00,4286.00
06/30/2021,4288.50,1035097,4284.75,4294.25,4269.25
06/29/2021,4282.00,722551,4280.50,4291.00,4271.75
06/28/2021,4280.50,801522,4275.00,4282.00,4264.25
06/25/2021,4271.25,864354,4262.00,4276.75,4253.50
06/24/2021,4256.00,852510,4233.75,4263.75,4231.75
06/23/2021,4231.50,908526,4237.50,4248.25,4230.50
06/22/2021,4236.25,1029308,4219.25,4245.50,4205.75
06/21/2021,4213.75,1382817,4142.50,4219.75,4126.75
06/18/2021,4153.50,1882864,4216.00,4220.00,4140.75
06/17/2021,4212.25,1709670,4204.25,4222.75,4183.00
06/16/2021,4213.00,1587096,4238.00,4241.50,4190.25
06/15/2021,4246.50,944668,4255.25,4267.50,4238.00
06/14/2021,4254.75,1089658,4248.00,4257.50,4233.50
06/11/2021,4245.75,1049769,4239.50,4247.75,4230.75
06/10/2021,4238.00,1532810,4222.25,4249.00,4207.00
06/09/2021,4218.50,1026066,4225.50,4235.00,4217.00
06/08/2021,4225.75,1282476,4227.50,4236.75,4205.75
06/07/2021,4225.50,906976,4232.25,4232.50,4214.00
06/04/2021,4228.25,1014350,4190.75,4232.00,4223.50
06/03/2021,4191.30,1361302,4208.00,4201.50,4188.75
06/02/2021,4206.20,1033876,4198.50,4215.00,4195.50
